date,item_id,movement_type,qty,doc_ref
2025-11-26,MRO-0055,ISSUE,-1,WO-59354
2025-01-01,MRO-0056,ISSUE,-1,WO-27705
2025-01-01,MRO-0056,OPENING,5,OPEN
2025-01-12,MRO-0056,RECEIPT,5,PO-27277
2025-01-14,MRO-0056,ISSUE,-1,WO-29753
2025-01-17,MRO-0056,ISSUE,-1,WO-91202
2025-01-17,MRO-0056,ISSUE,-1,WO-33588
2025-02-16,MRO-0056,ISSUE,-1,WO-96041
2025-02-22,MRO-0056,ISSUE,-2,WO-75343
2025-02-27,MRO-0056,ISSUE,-1,WO-14050
2025-03-02,MRO-0056,ISSUE,-1,WO-51760
2025-03-09,MRO-0056,ISSUE,-3,WO-45845
2025-03-09,MRO-0056,ISSUE,-1,WO-73099
2025-03-10,MRO-0056,ISSUE,-1,WO-30562
2025-03-23,MRO-0056,ISSUE,-1,WO-62343
2025-03-26,MRO-0056,ISSUE,-1,WO-44114
2025-03-30,MRO-0056,ISSUE,-2,WO-43052
2025-04-07,MRO-0056,ISSUE,-2,WO-47095
2025-04-17,MRO-0056,ISSUE,-1,WO-56080
2025-04-22,MRO-0056,ISSUE,-1,WO-37378
2025-04-27,MRO-0056,RECEIPT,8,PO-20829
2025-05-03,MRO-0056,ISSUE,-1,WO-93371
2025-05-03,MRO-0056,RECEIPT,10,PO-75263
2025-05-07,MRO-0056,ISSUE,-3,WO-18806
2025-05-09,MRO-0056,ISSUE,-1,WO-86010
2025-05-14,MRO-0056,RECEIPT,8,PO-40673
2025-05-17,MRO-0056,ISSUE,-5,WO-61301
2025-05-30,MRO-0056,ISSUE,-1,WO-17444
2025-06-07,MRO-0056,ISSUE,-1,WO-53590
2025-06-07,MRO-0056,ISSUE,-1,WO-74141
2025-06-15,MRO-0056,ISSUE,-1,WO-69696
2025-06-21,MRO-0056,ISSUE,-1,WO-14128
2025-06-23,MRO-0056,ISSUE,-1,WO-87085
2025-07-14,MRO-0056,ISSUE,-2,WO-92571
2025-08-04,MRO-0056,ISSUE,-1,WO-46833
2025-08-09,MRO-0056,ISSUE,-3,WO-98355
2025-08-10,MRO-0056,ISSUE,-1,WO-23016
2025-08-11,MRO-0056,ISSUE,-2,WO-21677
2025-08-14,MRO-0056,ISSUE,-1,WO-35254
2025-08-17,MRO-0056,ISSUE,-3,WO-58840
2025-08-19,MRO-0056,ISSUE,-2,WO-77856
2025-08-19,MRO-0056,ISSUE,-1,WO-57737
2025-08-26,MRO-0056,ISSUE,-1,WO-85794
2025-09-05,MRO-0056,ISSUE,-1,WO-38487
2025-09-13,MRO-0056,ISSUE,-2,WO-57131
2025-09-21,MRO-0056,ISSUE,-1,WO-65197
2025-09-26,MRO-0056,ISSUE,-5,WO-33556
2025-09-29,MRO-0056,ISSUE,-1,WO-30106
2025-10-04,MRO-0056,ISSUE,-1,WO-23817
2025-10-06,MRO-0056,ISSUE,-2,WO-42519
2025-10-08,MRO-0056,ISSUE,-3,WO-32083
2025-10-15,MRO-0056,ISSUE,-2,WO-31705
2025-10-16,MRO-0056,RECEIPT,10,PO-88468
2025-11-01,MRO-0056,ISSUE,-2,WO-15499
2025-11-02,MRO-0056,RECEIPT,5,PO-16939
2025-11-03,MRO-0056,ISSUE,-1,WO-46206
2025-11-05,MRO-0056,ISSUE,-1,WO-85861
2025-11-06,MRO-0056,ISSUE,-2,WO-77141
2025-11-21,MRO-0056,RECEIPT,5,PO-17310
2025-11-23,MRO-0056,ISSUE,-3,WO-95607
2025-01-01,MRO-0057,OPENING,3,OPEN
2025-01-01,MRO-0057,RECEIPT,8,PO-96287
2025-01-16,MRO-0057,ISSUE,-1,WO-52205
2025-01-29,MRO-0057,ISSUE,-1,WO-62821
2025-02-03,MRO-0057,ISSUE,-1,WO-87597
2025-02-04,MRO-0057,ISSUE,-5,WO-48878
2025-02-24,MRO-0057,ISSUE,-1,WO-17609
2025-03-03,MRO-0057,ISSUE,-1,WO-57875
2025-03-11,MRO-0057,RECEIPT,10,PO-58961
2025-03-17,MRO-0057,ISSUE,-2,WO-51209
2025-03-22,MRO-0057,ISSUE,-1,WO-80154
2025-04-03,MRO-0057,ISSUE,-1,WO-64179
2025-04-07,MRO-0057,ISSUE,-1,WO-82381
2025-04-08,MRO-0057,ISSUE,-1,WO-86759
2025-04-14,MRO-0057,ISSUE,-2,WO-43467
2025-04-29,MRO-0057,ISSUE,-3,WO-33702
2025-05-14,MRO-0057,ISSUE,-1,WO-76202
2025-05-16,MRO-0057,ISSUE,-2,WO-21815
2025-06-01,MRO-0057,ISSUE,-2,WO-51937
2025-06-25,MRO-0057,ISSUE,-1,WO-15976
2025-06-27,MRO-0057,ISSUE,-2,WO-31844
2025-07-02,MRO-0057,ISSUE,-1,WO-93844
2025-07-15,MRO-0057,ISSUE,-1,WO-21533
2025-07-24,MRO-0057,ISSUE,-1,WO-78252
2025-08-04,MRO-0057,ISSUE,-1,WO-57675
2025-08-11,MRO-0057,ISSUE,-2,WO-72879
2025-08-12,MRO-0057,ISSUE,-5,WO-80297
2025-08-13,MRO-0057,RECEIPT,13,PO-26510
2025-08-24,MRO-0057,ISSUE,-2,WO-23623
2025-09-12,MRO-0057,ISSUE,-2,WO-87251
2025-09-18,MRO-0057,ISSUE,-1,WO-10078
2025-09-26,MRO-0057,ISSUE,-3,WO-88175
2025-09-26,MRO-0057,RECEIPT,8,PO-57958
2025-09-29,MRO-0057,RECEIPT,5,PO-62833
2025-10-05,MRO-0057,ISSUE,-1,WO-11338
2025-10-07,MRO-0057,ISSUE,-2,WO-93261
2025-10-18,MRO-0057,ISSUE,-1,WO-23011
2025-11-06,MRO-0057,ISSUE,-3,WO-48503
2025-11-22,MRO-0057,RECEIPT,13,PO-52158
2025-11-28,MRO-0057,RECEIPT,13,PO-98713
2025-01-01,MRO-0058,OPENING,2,OPEN
2025-01-13,MRO-0058,ISSUE,-3,WO-59524
2025-01-15,MRO-0058,ISSUE,-1,WO-25741
2025-01-16,MRO-0058,ISSUE,-2,WO-21471
2025-01-29,MRO-0058,ISSUE,-1,WO-31586
2025-01-31,MRO-0058,ISSUE,-2,WO-54277
2025-02-03,MRO-0058,ISSUE,-1,WO-18914
2025-02-10,MRO-0058,ISSUE,-1,WO-57941
2025-02-19,MRO-0058,ISSUE,-1,WO-75443
2025-02-24,MRO-0058,ISSUE,-1,WO-24463
2025-02-27,MRO-0058,ISSUE,-1,WO-87347
2025-02-27,MRO-0058,ISSUE,-1,WO-92333
2025-03-24,MRO-0058,ISSUE,-1,WO-58708
2025-03-31,MRO-0058,ISSUE,-1,WO-44299
2025-04-06,MRO-0058,ISSUE,-1,WO-89605
2025-04-08,MRO-0058,ISSUE,-2,WO-15797
2025-05-20,MRO-0058,ISSUE,-1,WO-83812
2025-05-27,MRO-0058,ISSUE,-1,WO-63864
2025-05-28,MRO-0058,RECEIPT,13,PO-56569
2025-05-31,MRO-0058,ISSUE,-2,WO-69700
2025-06-06,MRO-0058,RECEIPT,8,PO-18886
2025-06-07,MRO-0058,ISSUE,-3,WO-59621
2025-06-07,MRO-0058,RECEIPT,5,PO-88665
2025-06-08,MRO-0058,ISSUE,-1,WO-53105
2025-06-15,MRO-0058,RECEIPT,13,PO-78905
2025-06-17,MRO-0058,ISSUE,-2,WO-98490
2025-07-10,MRO-0058,ISSUE,-3,WO-69632
2025-07-11,MRO-0058,RECEIPT,8,PO-34732
2025-07-18,MRO-0058,ISSUE,-2,WO-76744
2025-07-18,MRO-0058,ISSUE,-1,WO-28788
2025-07-19,MRO-0058,ISSUE,-2,WO-94593
2025-08-03,MRO-0058,ISSUE,-1,WO-32342
2025-08-09,MRO-0058,RECEIPT,5,PO-94558
2025-08-10,MRO-0058,ISSUE,-1,WO-37217
2025-09-06,MRO-0058,ISSUE,-2,WO-38791
2025-09-06,MRO-0058,ISSUE,-1,WO-35815
2025-09-08,MRO-0058,ISSUE,-1,WO-92113
2025-09-09,MRO-0058,ISSUE,-1,WO-55418
2025-09-15,MRO-0058,RECEIPT,5,PO-88302
2025-09-29,MRO-0058,ISSUE,-1,WO-50348
2025-10-02,MRO-0058,ISSUE,-1,WO-32677
2025-10-15,MRO-0058,ISSUE,-5,WO-91169
2025-10-26,MRO-0058,ISSUE,-1,WO-20283
2025-11-01,MRO-0058,ISSUE,-1,WO-26377
2025-11-13,MRO-0058,ISSUE,-1,WO-59124
2025-11-17,MRO-0058,ISSUE,-1,WO-57890
2025-11-20,MRO-0058,ISSUE,-2,WO-49971
2025-11-21,MRO-0058,ISSUE,-1,WO-11242
2025-11-22,MRO-0058,ISSUE,-2,WO-63217
2025-11-23,MRO-0058,ISSUE,-1,WO-50097
2025-01-01,MRO-0059,OPENING,5,OPEN
2025-01-03,MRO-0059,ISSUE,-3,WO-47132
2025-01-05,MRO-0059,ISSUE,-2,WO-79753
2025-01-08,MRO-0059,ISSUE,-1,WO-93180
2025-01-09,MRO-0059,ISSUE,-1,WO-54280
2025-01-13,MRO-0059,ISSUE,-2,WO-65804
2025-01-17,MRO-0059,ISSUE,-1,WO-58003
2025-01-24,MRO-0059,ISSUE,-1,WO-97276
2025-02-10,MRO-0059,ISSUE,-1,WO-72721
2025-02-14,MRO-0059,ISSUE,-1,WO-11458
2025-02-21,MRO-0059,ISSUE,-3,WO-39060
2025-03-03,MRO-0059,ISSUE,-1,WO-77015
2025-03-04,MRO-0059,ISSUE,-1,WO-87407
2025-03-05,MRO-0059,ISSUE,-2,WO-85419
2025-03-06,MRO-0059,ISSUE,-1,WO-79446
2025-03-13,MRO-0059,ISSUE,-1,WO-62628
2025-03-14,MRO-0059,ISSUE,-5,WO-14415
2025-03-17,MRO-0059,ISSUE,-2,WO-74947
2025-03-18,MRO-0059,ISSUE,-1,WO-56926
2025-03-26,MRO-0059,ISSUE,-5,WO-13944
2025-03-28,MRO-0059,ISSUE,-1,WO-40577
2025-03-28,MRO-0059,ISSUE,-1,WO-48818
2025-03-30,MRO-0059,RECEIPT,13,PO-25140
2025-04-01,MRO-0059,ISSUE,-1,WO-74286
2025-04-01,MRO-0059,ISSUE,-1,WO-62213
2025-04-09,MRO-0059,ISSUE,-1,WO-26971
2025-04-15,MRO-0059,ISSUE,-1,WO-87832
2025-04-17,MRO-0059,ISSUE,-1,WO-75230
2025-04-21,MRO-0059,ISSUE,-1,WO-48276
2025-04-22,MRO-0059,ISSUE,-1,WO-52533
2025-04-24,MRO-0059,RECEIPT,10,PO-76161
2025-05-02,MRO-0059,ISSUE,-1,WO-75993
2025-05-06,MRO-0059,RECEIPT,8,PO-63497
2025-05-14,MRO-0059,ISSUE,-2,WO-71564
2025-05-19,MRO-0059,ISSUE,-1,WO-12368
2025-05-22,MRO-0059,ISSUE,-2,WO-40193
2025-06-02,MRO-0059,RECEIPT,13,PO-64993
2025-06-03,MRO-0059,ISSUE,-1,WO-27845
2025-06-09,MRO-0059,ISSUE,-2,WO-17384
2025-06-09,MRO-0059,ISSUE,-1,WO-20518
2025-06-09,MRO-0059,ISSUE,-1,WO-66061
2025-06-18,MRO-0059,ISSUE,-1,WO-16094
2025-06-25,MRO-0059,ISSUE,-1,WO-98992
2025-06-26,MRO-0059,ISSUE,-2,WO-41375
2025-07-09,MRO-0059,ISSUE,-1,WO-62992
2025-07-11,MRO-0059,ISSUE,-1,WO-52897
2025-07-18,MRO-0059,ISSUE,-1,WO-64544
2025-07-20,MRO-0059,ISSUE,-1,WO-96095
2025-07-27,MRO-0059,ISSUE,-2,WO-69690
2025-08-01,MRO-0059,ISSUE,-1,WO-17970
2025-08-05,MRO-0059,ISSUE,-1,WO-72281
2025-08-05,MRO-0059,ISSUE,-2,WO-99360
2025-08-07,MRO-0059,ISSUE,-1,WO-89546
2025-08-09,MRO-0059,ISSUE,-1,WO-21612
2025-08-10,MRO-0059,ISSUE,-1,WO-73813
2025-08-15,MRO-0059,ISSUE,-1,WO-86867
2025-08-19,MRO-0059,ISSUE,-1,WO-61380
2025-08-24,MRO-0059,ISSUE,-1,WO-26132
2025-09-04,MRO-0059,ISSUE,-1,WO-16572
2025-09-24,MRO-0059,ISSUE,-1,WO-40277
2025-10-05,MRO-0059,ISSUE,-1,WO-56800
2025-10-09,MRO-0059,ISSUE,-2,WO-80122
2025-10-09,MRO-0059,ISSUE,-1,WO-51248
2025-10-10,MRO-0059,RECEIPT,8,PO-84442
2025-10-21,MRO-0059,ISSUE,-1,WO-16751
2025-10-22,MRO-0059,ISSUE,-1,WO-65536
2025-10-23,MRO-0059,ISSUE,-3,WO-38625
2025-10-27,MRO-0059,ISSUE,-2,WO-65517
2025-10-29,MRO-0059,ISSUE,-2,WO-94394
2025-10-30,MRO-0059,ISSUE,-2,WO-21385
2025-11-02,MRO-0059,ISSUE,-2,WO-75162
2025-11-02,MRO-0059,ISSUE,-1,WO-51470
2025-11-09,MRO-0059,RECEIPT,21,PO-77239
2025-11-12,MRO-0059,ISSUE,-1,WO-54528
2025-11-19,MRO-0059,ISSUE,-1,WO-14473
2025-11-19,MRO-0059,ISSUE,-3,WO-98311
2025-11-21,MRO-0059,ISSUE,-1,WO-62758
2025-11-25,MRO-0059,RECEIPT,10,PO-99819
2025-01-01,MRO-0060,OPENING,3,OPEN
2025-01-08,MRO-0060,ISSUE,-2,WO-54385
2025-01-14,MRO-0060,ISSUE,-2,WO-30064
2025-01-16,MRO-0060,ISSUE,-3,WO-25340
2025-01-18,MRO-0060,ISSUE,-1,WO-38742
2025-01-20,MRO-0060,ISSUE,-1,WO-98465
2025-02-17,MRO-0060,ISSUE,-3,WO-26495
2025-02-26,MRO-0060,ISSUE,-1,WO-63229
2025-02-27,MRO-0060,RECEIPT,5,PO-43075
2025-03-06,MRO-0060,ISSUE,-2,WO-60229
2025-03-16,MRO-0060,ISSUE,-1,WO-54649
2025-03-22,MRO-0060,ISSUE,-1,WO-40465
2025-03-23,MRO-0060,ISSUE,-2,WO-86633
2025-03-24,MRO-0060,ISSUE,-2,WO-49996
2025-03-26,MRO-0060,ISSUE,-2,WO-98534
2025-04-10,MRO-0060,ISSUE,-1,WO-45478
2025-04-15,MRO-0060,RECEIPT,8,PO-86370
2025-04-22,MRO-0060,ISSUE,-2,WO-25052
2025-04-22,MRO-0060,ISSUE,-1,WO-55174
2025-05-08,MRO-0060,ISSUE,-1,WO-38191
2025-05-17,MRO-0060,ISSUE,-1,WO-94824
2025-05-28,MRO-0060,ISSUE,-1,WO-24844
2025-06-04,MRO-0060,ISSUE,-1,WO-56954
2025-06-06,MRO-0060,ISSUE,-2,WO-32108
2025-06-17,MRO-0060,ISSUE,-1,WO-12335
2025-06-22,MRO-0060,RECEIPT,5,PO-58833
2025-06-29,MRO-0060,ISSUE,-3,WO-94280
2025-07-12,MRO-0060,ISSUE,-1,WO-56758
2025-07-17,MRO-0060,ISSUE,-1,WO-37646
2025-07-23,MRO-0060,RECEIPT,8,PO-74726
2025-07-25,MRO-0060,ISSUE,-1,WO-56383
2025-07-26,MRO-0060,ISSUE,-1,WO-64503
2025-07-29,MRO-0060,ISSUE,-1,WO-21003
2025-08-29,MRO-0060,ISSUE,-1,WO-96801
2025-08-31,MRO-0060,RECEIPT,13,PO-46500
2025-09-01,MRO-0060,ISSUE,-1,WO-85005
2025-09-04,MRO-0060,ISSUE,-1,WO-59720
2025-09-16,MRO-0060,ISSUE,-2,WO-36672
2025-09-18,MRO-0060,ISSUE,-1,WO-10403
2025-09-18,MRO-0060,ISSUE,-1,WO-11544
2025-09-28,MRO-0060,ISSUE,-2,WO-36842
2025-10-04,MRO-0060,ISSUE,-1,WO-72428
2025-10-09,MRO-0060,RECEIPT,13,PO-86916
2025-10-15,MRO-0060,ISSUE,-2,WO-79144
2025-10-26,MRO-0060,ISSUE,-3,WO-47399
2025-11-10,MRO-0060,RECEIPT,10,PO-42159
2025-11-14,MRO-0060,ISSUE,-1,WO-59616
2025-11-14,MRO-0060,ISSUE,-1,WO-41155
2025-01-01,MRO-0061,OPENING,8,OPEN
2025-01-09,MRO-0061,ISSUE,-1,WO-81668
2025-01-17,MRO-0061,ISSUE,-1,WO-13387
2025-01-20,MRO-0061,ISSUE,-5,WO-16079
2025-02-01,MRO-0061,ISSUE,-1,WO-28876
2025-02-04,MRO-0061,ISSUE,-1,WO-32466
2025-02-16,MRO-0061,ISSUE,-2,WO-75610
2025-02-23,MRO-0061,ISSUE,-1,WO-24349
2025-03-06,MRO-0061,RECEIPT,8,PO-45704
2025-03-12,MRO-0061,ISSUE,-1,WO-20969
2025-03-16,MRO-0061,ISSUE,-1,WO-99561
2025-03-26,MRO-0061,RECEIPT,13,PO-65568
2025-04-24,MRO-0061,ISSUE,-1,WO-71185
2025-05-04,MRO-0061,RECEIPT,5,PO-35881
2025-05-15,MRO-0061,ISSUE,-2,WO-70293
2025-05-31,MRO-0061,ISSUE,-1,WO-54348
2025-06-23,MRO-0061,RECEIPT,10,PO-47873
2025-06-24,MRO-0061,ISSUE,-1,WO-38107
2025-06-25,MRO-0061,ISSUE,-1,WO-61121
2025-07-02,MRO-0061,ISSUE,-3,WO-34451
2025-07-15,MRO-0061,ISSUE,-2,WO-57028
2025-07-22,MRO-0061,ISSUE,-1,WO-30808
2025-07-29,MRO-0061,ISSUE,-3,WO-19417
2025-08-04,MRO-0061,RECEIPT,21,PO-67433
2025-08-10,MRO-0061,ISSUE,-1,WO-46217
2025-08-10,MRO-0061,ISSUE,-1,WO-21360
2025-08-13,MRO-0061,ISSUE,-1,WO-66235
2025-09-18,MRO-0061,ISSUE,-1,WO-53885
2025-10-23,MRO-0061,ISSUE,-1,WO-45619
2025-10-30,MRO-0061,ISSUE,-1,WO-57105
2025-11-02,MRO-0061,RECEIPT,10,PO-15653
2025-11-09,MRO-0061,ISSUE,-1,WO-73102
2025-11-27,MRO-0061,RECEIPT,13,PO-79825
2025-01-01,MRO-0062,ISSUE,-2,WO-91850
2025-01-01,MRO-0062,OPENING,0,OPEN
2025-01-02,MRO-0062,ISSUE,-1,WO-18727
2025-01-12,MRO-0062,ISSUE,-3,WO-55829
2025-01-15,MRO-0062,ISSUE,-1,WO-73283
2025-01-16,MRO-0062,ISSUE,-3,WO-16343
2025-01-22,MRO-0062,ISSUE,-2,WO-31866
2025-01-23,MRO-0062,ISSUE,-5,WO-69730
2025-01-23,MRO-0062,ISSUE,-2,WO-65660
2025-02-12,MRO-0062,RECEIPT,10,PO-73045
2025-02-13,MRO-0062,ISSUE,-1,WO-37521
2025-02-14,MRO-0062,RECEIPT,10,PO-96961
2025-02-16,MRO-0062,ISSUE,-1,WO-91869
2025-02-19,MRO-0062,ISSUE,-1,WO-52337
2025-03-04,MRO-0062,ISSUE,-2,WO-86196
2025-03-10,MRO-0062,ISSUE,-3,WO-66754
2025-03-13,MRO-0062,ISSUE,-1,WO-61680
2025-03-20,MRO-0062,ISSUE,-1,WO-73531
2025-04-05,MRO-0062,ISSUE,-1,WO-23937
2025-04-07,MRO-0062,ISSUE,-2,WO-35151
2025-04-09,MRO-0062,ISSUE,-2,WO-14884
2025-04-10,MRO-0062,ISSUE,-3,WO-60514
2025-04-10,MRO-0062,RECEIPT,10,PO-61643
2025-04-22,MRO-0062,ISSUE,-1,WO-16846
2025-04-23,MRO-0062,RECEIPT,13,PO-55354
2025-04-26,MRO-0062,ISSUE,-2,WO-82299
2025-04-29,MRO-0062,ISSUE,-1,WO-89902
2025-05-08,MRO-0062,ISSUE,-1,WO-11577
2025-05-09,MRO-0062,ISSUE,-1,WO-19414
2025-05-16,MRO-0062,ISSUE,-1,WO-37104
2025-05-22,MRO-0062,ISSUE,-1,WO-71360
2025-05-23,MRO-0062,ISSUE,-1,WO-82617
2025-05-29,MRO-0062,ISSUE,-1,WO-42012
2025-06-02,MRO-0062,ISSUE,-3,WO-72065
2025-06-06,MRO-0062,ISSUE,-1,WO-28980
2025-06-09,MRO-0062,ISSUE,-1,WO-23702
2025-06-22,MRO-0062,ISSUE,-1,WO-38457
2025-07-03,MRO-0062,ISSUE,-1,WO-42666
2025-07-08,MRO-0062,ISSUE,-2,WO-98039
2025-07-16,MRO-0062,ISSUE,-2,WO-13256
2025-07-19,MRO-0062,ISSUE,-1,WO-22294
2025-07-21,MRO-0062,ISSUE,-1,WO-79579
2025-07-27,MRO-0062,ISSUE,-1,WO-11197
2025-07-27,MRO-0062,ISSUE,-1,WO-91481
2025-07-31,MRO-0062,ISSUE,-1,WO-48080
2025-08-06,MRO-0062,ISSUE,-1,WO-85902
2025-08-12,MRO-0062,ISSUE,-3,WO-37737
2025-08-13,MRO-0062,ISSUE,-1,WO-24248
2025-08-16,MRO-0062,RECEIPT,13,PO-87014
2025-08-24,MRO-0062,ISSUE,-1,WO-75170
2025-08-29,MRO-0062,ISSUE,-5,WO-84480
2025-09-01,MRO-0062,ISSUE,-1,WO-81946
2025-09-03,MRO-0062,RECEIPT,5,PO-58272
2025-09-07,MRO-0062,ISSUE,-1,WO-26204
2025-09-16,MRO-0062,ISSUE,-1,WO-69734
2025-09-19,MRO-0062,ISSUE,-2,WO-20370
2025-09-20,MRO-0062,ISSUE,-1,WO-80220
2025-09-21,MRO-0062,ISSUE,-1,WO-88251
2025-09-23,MRO-0062,ISSUE,-1,WO-36212
2025-10-01,MRO-0062,ISSUE,-1,WO-64234
2025-10-02,MRO-0062,ISSUE,-1,WO-33808
2025-10-03,MRO-0062,ISSUE,-1,WO-35106
2025-10-07,MRO-0062,ISSUE,-2,WO-55169
2025-10-08,MRO-0062,ISSUE,-1,WO-58207
2025-10-13,MRO-0062,ISSUE,-1,WO-42350
2025-10-25,MRO-0062,ISSUE,-1,WO-82011
2025-10-25,MRO-0062,ISSUE,-1,WO-78065
2025-10-28,MRO-0062,ISSUE,-1,WO-54928
2025-10-29,MRO-0062,ISSUE,-1,WO-89555
2025-11-01,MRO-0062,ISSUE,-1,WO-52088
2025-11-02,MRO-0062,ISSUE,-1,WO-18476
2025-11-04,MRO-0062,ISSUE,-2,WO-93382
2025-11-09,MRO-0062,ISSUE,-1,WO-20426
2025-11-10,MRO-0062,ISSUE,-1,WO-33049
2025-11-13,MRO-0062,RECEIPT,5,PO-82973
2025-11-14,MRO-0062,ISSUE,-1,WO-45685
2025-11-16,MRO-0062,ISSUE,-1,WO-62678
2025-11-17,MRO-0062,ISSUE,-1,WO-53753
2025-11-19,MRO-0062,ISSUE,-1,WO-53492
2025-11-24,MRO-0062,ISSUE,-1,WO-54592
2025-11-26,MRO-0062,ISSUE,-1,WO-75601
2025-11-26,MRO-0062,ISSUE,-1,WO-15821
2025-11-27,MRO-0062,ISSUE,-1,WO-12516
2025-11-29,MRO-0062,ISSUE,-2,WO-71487
2025-01-01,MRO-0063,OPENING,8,OPEN
2025-01-03,MRO-0063,RECEIPT,8,PO-25695
2025-01-13,MRO-0063,RECEIPT,13,PO-52094
2025-01-28,MRO-0063,ISSUE,-1,WO-62844
2025-03-28,MRO-0063,RECEIPT,10,PO-38900
2025-04-21,MRO-0063,ISSUE,-2,WO-39802
2025-04-23,MRO-0063,ISSUE,-1,WO-55208
2025-05-04,MRO-0063,ISSUE,-1,WO-16598
2025-05-16,MRO-0063,ISSUE,-2,WO-76016
2025-05-25,MRO-0063,ISSUE,-1,WO-91048
2025-05-31,MRO-0063,ISSUE,-1,WO-35531
2025-06-06,MRO-0063,ISSUE,-1,WO-76273
2025-07-05,MRO-0063,ISSUE,-1,WO-12988
2025-07-05,MRO-0063,RECEIPT,10,PO-96419
2025-07-11,MRO-0063,ISSUE,-1,WO-67230
2025-07-19,MRO-0063,ISSUE,-1,WO-83997
2025-08-01,MRO-0063,ISSUE,-1,WO-64572
2025-08-06,MRO-0063,ISSUE,-1,WO-37813
2025-08-10,MRO-0063,ISSUE,-1,WO-14348
2025-08-11,MRO-0063,ISSUE,-1,WO-58716
2025-08-12,MRO-0063,ISSUE,-2,WO-65278
2025-09-03,MRO-0063,ISSUE,-3,WO-15203
2025-09-03,MRO-0063,RECEIPT,8,PO-59499
2025-10-04,MRO-0063,RECEIPT,13,PO-22731
2025-10-16,MRO-0063,ISSUE,-1,WO-46787
2025-10-29,MRO-0063,ISSUE,-1,WO-53784
2025-10-30,MRO-0063,RECEIPT,10,PO-39008
2025-11-04,MRO-0063,ISSUE,-2,WO-85147
2025-11-13,MRO-0063,ISSUE,-1,WO-83890
2025-11-18,MRO-0063,ISSUE,-1,WO-49854
2025-11-25,MRO-0063,ISSUE,-1,WO-62258
2025-01-01,MRO-0064,OPENING,5,OPEN
2025-01-05,MRO-0064,ISSUE,-1,WO-31111
2025-01-24,MRO-0064,ISSUE,-1,WO-20665
2025-02-07,MRO-0064,ISSUE,-3,WO-95281
2025-02-08,MRO-0064,ISSUE,-3,WO-42110
2025-02-15,MRO-0064,ISSUE,-1,WO-21829
2025-02-28,MRO-0064,ISSUE,-1,WO-94518
2025-03-11,MRO-0064,RECEIPT,13,PO-50196
2025-03-31,MRO-0064,ISSUE,-1,WO-97478
2025-04-07,MRO-0064,ISSUE,-1,WO-46904
2025-04-14,MRO-0064,ISSUE,-2,WO-77959
2025-05-05,MRO-0064,ISSUE,-1,WO-30507
2025-05-08,MRO-0064,ISSUE,-2,WO-28767
2025-06-25,MRO-0064,ISSUE,-1,WO-50854
2025-07-05,MRO-0064,ISSUE,-1,WO-20752
2025-08-26,MRO-0064,RECEIPT,10,PO-32346
2025-08-28,MRO-0064,ISSUE,-1,WO-14915
2025-09-09,MRO-0064,RECEIPT,8,PO-52771
2025-09-28,MRO-0064,ISSUE,-2,WO-51757
2025-10-01,MRO-0064,RECEIPT,21,PO-57242
2025-10-02,MRO-0064,RECEIPT,8,PO-35543
2025-10-03,MRO-0064,ISSUE,-1,WO-35881
2025-10-05,MRO-0064,ISSUE,-3,WO-38695
2025-10-08,MRO-0064,RECEIPT,10,PO-54926
2025-10-20,MRO-0064,ISSUE,-1,WO-93233
2025-11-06,MRO-0064,RECEIPT,8,PO-82543
2025-11-16,MRO-0064,ISSUE,-1,WO-27370
2025-01-01,MRO-0065,OPENING,3,OPEN
2025-01-04,MRO-0065,ISSUE,-2,WO-74456
2025-01-08,MRO-0065,ISSUE,-2,WO-25492
2025-01-15,MRO-0065,ISSUE,-1,WO-61941
2025-01-19,MRO-0065,ISSUE,-1,WO-34117
2025-01-25,MRO-0065,ISSUE,-1,WO-69016
2025-01-25,MRO-0065,ISSUE,-1,WO-20042
2025-01-28,MRO-0065,RECEIPT,13,PO-86635
2025-02-01,MRO-0065,ISSUE,-2,WO-16301
2025-02-04,MRO-0065,ISSUE,-1,WO-20126
2025-02-04,MRO-0065,ISSUE,-1,WO-32521
2025-02-13,MRO-0065,ISSUE,-1,WO-56190
2025-02-18,MRO-0065,ISSUE,-1,WO-22506
2025-02-25,MRO-0065,RECEIPT,10,PO-11835
2025-03-06,MRO-0065,RECEIPT,21,PO-40686
2025-03-11,MRO-0065,ISSUE,-1,WO-94189
2025-03-12,MRO-0065,ISSUE,-1,WO-10411
2025-03-12,MRO-0065,ISSUE,-1,WO-11683
2025-03-14,MRO-0065,ISSUE,-1,WO-60018
2025-03-20,MRO-0065,ISSUE,-1,WO-10775
2025-03-24,MRO-0065,ISSUE,-1,WO-75731
2025-03-29,MRO-0065,ISSUE,-1,WO-58310
2025-03-31,MRO-0065,ISSUE,-2,WO-80888
2025-03-31,MRO-0065,ISSUE,-3,WO-22257
2025-04-07,MRO-0065,ISSUE,-1,WO-85915
2025-04-08,MRO-0065,ISSUE,-1,WO-69347
2025-04-10,MRO-0065,ISSUE,-1,WO-91285
2025-04-12,MRO-0065,ISSUE,-1,WO-74246
2025-04-18,MRO-0065,ISSUE,-1,WO-66050
2025-04-18,MRO-0065,ISSUE,-2,WO-43950
2025-04-20,MRO-0065,ISSUE,-1,WO-57325
2025-04-23,MRO-0065,ISSUE,-3,WO-60712
